CustomerID,Age,Qualification,Occupation,Marital Status,Home Mortgage,Personal Loan,Has Other Bank Account,Last Contact Direction,Last Contact Duration,Last Contact Month,Last Contact Weekday,Number of Current Campaign Calls,Number of Previous Campaign Calls,Previous Campaign Outcome,RBA Cash Rate,Employment Variation Rate,Consumer Confidence Index,Sale Outcome
CU092127,66,Prefer not to say,Retired,Married,No,No,No,Inbound,667.0,September,Tuesday,1,1.0,No Sale,0.881,-1.1,94.199,No Sale
CU976022,54,High School Certificate,Clerical and administrative,Married,No,No,No,Inbound,202.0,May,Thursday,2,0.0,Nonexistent,1.327,-1.8,92.893,No Sale
CU757137,26,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,143.0,May,Monday,4,0.0,Nonexistent,1.299,-1.8,92.893,No Sale
CU499222,54,High School Certificate,Clerical and administrative,Divorced,No,No,No,Inbound,493.0,July,Monday,5,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU312262,36,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,325.0,May,Wednesday,2,0.0,Nonexistent,1.281,-1.8,92.893,No Sale
CU776941,25,High School Certificate,Community and personal service,Single,Yes,No,No,Inbound,239.0,June,Thursday,2,1.0,Sale,1.26,-2.9,92.963,Sale
CU401273,38,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Outbound,165.0,May,Wednesday,1,0.0,Nonexistent,1.27,-1.8,92.893,Sale
CU851670,38,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,35.0,August,Tuesday,6,0.0,Nonexistent,4.965,1.4,93.444,No Sale
CU913992,58,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,Yes,No,No,Inbound,70.0,November,Monday,1,0.0,Nonexistent,4.191,-0.1,93.2,No Sale
CU191445,33,Primary Education,Entrepreneur,Married,Yes,Yes,No,Outbound,85.0,July,Wednesday,6,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU039800,50,Primary Education,Labourer,Married,Yes,No,No,Outbound,149.0,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU183056,52,Primary Education,Entrepreneur,Married,Yes,No,No,Inbound,165.0,July,Monday,5,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU877992,43,High School Certificate,Entrepreneur,Married,No,No,No,Outbound,166.0,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU891033,31,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,84.0,November,Tuesday,4,0.0,Nonexistent,4.153,-0.1,93.2,No Sale
CU845724,47,Bachelor Degree Level or Higher,Housekeeper,Married,Yes,No,No,Inbound,232.0,August,Monday,2,0.0,Nonexistent,0.843,-2.9,92.201,Sale
CU238555,30,Primary Education,Labourer,Married,Yes,Yes,No,Inbound,1018.0,July,Wednesday,2,0.0,Nonexistent,4.957,1.4,93.918,Sale
CU548525,30,High School Certificate,Labourer,Single,No,No,No,Inbound,363.0,November,Thursday,1,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU261002,37,Primary Education,Labourer,Married,No,Yes,No,Outbound,297.0,May,Friday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU800809,36,High School Certificate,Community and personal service,Single,No,Yes,No,Inbound,257.0,July,Tuesday,5,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU553728,37,Prefer not to say,Manager,Married,No,No,No,Inbound,149.0,December,Wednesday,3,0.0,Nonexistent,0.715,-3.0,92.713,Sale
CU323331,30,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Inbound,411.0,October,Tuesday,2,0.0,Nonexistent,0.742,-3.4,92.431,Sale
CU597846,33,Primary Education,Self-employed,Married,Unknown,Unknown,No,Inbound,328.0,May,Tuesday,2,0.0,Nonexistent,1.291,-1.8,92.893,No Sale
CU022104,35,High School Certificate,Clerical and administrative,Married,Yes,No,No,Inbound,194.0,October,Thursday,1,1.0,Sale,0.754,-3.4,92.431,Sale
CU814017,36,Primary Education,Labourer,Married,No,No,Yes,Inbound,246.0,May,Tuesday,1,1.0,No Sale,1.344,-1.8,92.893,No Sale
CU345522,37,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,251.0,August,Wednesday,3,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU760177,48,Primary Education,Labourer,Married,No,No,No,Outbound,284.0,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU903811,37,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Inbound,409.0,August,Tuesday,1,0.0,Nonexistent,4.968,1.4,93.444,No Sale
CU660873,36,Bachelor Degree Level or Higher,Technicians and Trades,Married,Yes,No,No,Inbound,139.0,August,Tuesday,1,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU287862,36,Primary Education,Labourer,Single,No,No,Yes,Inbound,233.0,May,Wednesday,3,0.0,Nonexistent,1.281,-1.8,92.893,No Sale
CU185981,36,High School Certificate,Clerical and administrative,Married,Yes,No,No,Inbound,59.0,November,Thursday,3,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU738915,52,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,Yes,No,No,Outbound,245.0,June,Friday,3,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU147679,28,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,No,No,Inbound,318.0,June,Tuesday,1,0.0,Nonexistent,1.262,-2.9,92.963,Sale
CU445993,29,Primary Education,Technicians and Trades,Single,Yes,No,No,Outbound,247.0,July,Wednesday,1,1.0,Sale,0.84,-1.7,94.215,Sale
CU952809,36,Prefer not to say,Unemployed,Married,No,No,Yes,Inbound,344.0,September,Wednesday,1,1.0,No Sale,0.781,-3.4,92.379,Sale
CU369951,44,High School Certificate,Community and personal service,Divorced,Yes,No,No,Inbound,533.0,May,Thursday,1,0.0,Nonexistent,1.266,-1.8,92.893,Sale
CU026221,56,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,Yes,No,No,Inbound,11.0,November,Friday,5,0.0,Nonexistent,4.021,-0.1,93.2,No Sale
CU489205,40,High School Certificate,Community and personal service,Married,No,No,No,Inbound,161.0,April,Thursday,1,0.0,Nonexistent,1.41,-1.8,93.075,Sale
CU345144,37,High School Certificate,Clerical and administrative,Married,No,No,No,Outbound,426.0,April,Tuesday,2,0.0,Nonexistent,0.646,-1.8,93.749,Sale
CU272750,30,High School Certificate,Clerical and administrative,Single,Yes,No,No,Outbound,105.0,July,Friday,1,0.0,Nonexistent,4.959,1.4,93.918,No Sale
CU842131,42,High School Certificate,Clerical and administrative,Married,No,No,No,Inbound,189.0,July,Wednesday,6,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU469584,32,Bachelor Degree Level or Higher,Prefer not to say,Prefer not to say,No,No,No,Outbound,36.0,June,Thursday,7,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU095211,30,Bachelor Degree Level or Higher,Entrepreneur,Single,Yes,No,No,Inbound,45.0,November,Thursday,1,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU275692,38,High School Certificate,Community and personal service,Single,Yes,No,No,Outbound,1.0,September,Thursday,1,3.0,Sale,0.879,-1.1,94.199,No Sale
CU759484,22,Primary Education,Community and personal service,Single,Yes,No,No,Outbound,249.0,June,Tuesday,2,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU310082,33,Primary Education,Labourer,Single,No,No,Yes,Inbound,35.0,May,Wednesday,1,0.0,Nonexistent,1.281,-1.8,92.893,No Sale
CU641507,31,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Inbound,166.0,May,Friday,2,0.0,Nonexistent,1.25,-1.8,92.893,No Sale
CU720649,23,High School Certificate,Labourer,Single,No,No,No,Inbound,435.0,July,Wednesday,1,0.0,Nonexistent,4.957,1.4,93.918,Sale
CU292483,45,High School Certificate,Entrepreneur,Married,Yes,No,No,Outbound,126.0,June,Wednesday,2,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU844694,58,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,Yes,No,Outbound,150.0,June,Tuesday,1,0.0,Nonexistent,4.864,1.4,94.465,No Sale
CU961508,45,Graduate Diploma and Graduate Certificate,Housekeeper,Married,Yes,No,Yes,Outbound,1597.0,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,Sale
CU993283,38,Primary Education,Labourer,Married,No,No,No,Inbound,1065.0,November,Wednesday,1,0.0,Nonexistent,4.12,-0.1,93.2,No Sale
CU299949,45,Bachelor Degree Level or Higher,Manager,Married,No,Yes,No,Inbound,391.0,November,Wednesday,2,0.0,Nonexistent,4.12,-0.1,93.2,No Sale
CU336436,28,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,91.0,September,Friday,1,3.0,Sale,0.773,-3.4,92.379,Sale
CU728748,46,High School Certificate,Manager,Married,Yes,No,Yes,Inbound,58.0,July,Thursday,1,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU726604,35,Primary Education,Labourer,Divorced,Yes,Yes,No,Outbound,400.0,May,Monday,2,0.0,Nonexistent,4.858,1.1,93.994,No Sale
CU687769,34,Graduate Diploma and Graduate Certificate,Community and personal service,Married,Yes,Yes,No,Inbound,275.0,May,Monday,3,0.0,Nonexistent,1.354,-1.8,92.893,No Sale
CU640087,26,High School Certificate,Community and personal service,Married,No,No,No,Outbound,394.0,May,Monday,2,0.0,Nonexistent,4.858,1.1,93.994,No Sale
CU518998,56,High School Certificate,Retired,Married,Yes,Yes,No,Inbound,97.0,August,Tuesday,1,2.0,Sale,0.883,-2.9,92.201,No Sale
CU549963,28,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,225.0,August,Tuesday,1,2.0,No Sale,0.883,-2.9,92.201,No Sale
CU910301,54,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Outbound,127.0,May,Thursday,4,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU969536,46,Primary Education,Technicians and Trades,Divorced,Yes,No,Yes,Inbound,262.0,November,Tuesday,2,0.0,Nonexistent,4.153,-0.1,93.2,No Sale
CU322988,40,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,No,No,No,Outbound,26.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU936194,32,Primary Education,Labourer,Married,Yes,No,No,Inbound,51.0,July,Monday,2,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU094313,36,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Yes,Yes,No,Inbound,266.0,April,Thursday,2,2.0,Sale,1.365,-1.8,93.075,Sale
CU466160,26,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,No,No,Inbound,294.0,May,Thursday,2,0.0,Nonexistent,1.266,-1.8,92.893,No Sale
CU563190,49,Graduate Diploma and Graduate Certificate,Entrepreneur,Married,Unknown,Unknown,No,Outbound,524.0,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU310800,52,Primary Education,Community and personal service,Married,Yes,No,No,Inbound,283.0,November,Thursday,2,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU328214,24,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,Yes,Yes,Outbound,447.0,May,Friday,1,0.0,Nonexistent,4.864,1.1,93.994,No Sale
CU546501,35,High School Certificate,Clerical and administrative,Married,Yes,No,Yes,Inbound,500.0,May,Friday,2,1.0,No Sale,1.25,-1.8,92.893,No Sale
CU821874,58,Graduate Diploma and Graduate Certificate,Retired,Single,Yes,No,No,Inbound,1288.0,April,Wednesday,3,0.0,Nonexistent,1.405,-1.8,93.075,Sale
CU906334,35,Graduate Diploma and Graduate Certificate,Technicians and Trades,Divorced,Yes,No,No,Inbound,229.0,April,Wednesday,1,1.0,No Sale,1.445,-1.8,93.075,No Sale
CU132462,31,High School Certificate,Labourer,Single,Yes,No,No,Inbound,160.0,June,Tuesday,1,0.0,Nonexistent,1.099,-2.9,92.963,No Sale
CU814360,32,Bachelor Degree Level or Higher,Clerical and administrative,Single,Unknown,Unknown,No,Inbound,136.0,March,Monday,3,0.0,Nonexistent,1.52,-1.8,92.843,No Sale
CU461856,31,Bachelor Degree Level or Higher,Self-employed,Married,Yes,Yes,No,Outbound,464.0,June,Monday,1,0.0,Nonexistent,4.865,1.4,94.465,No Sale
CU842759,38,Graduate Diploma and Graduate Certificate,Technicians and Trades,Married,Unknown,Unknown,No,Outbound,473.0,August,Monday,2,1.0,Sale,0.821,-2.9,92.201,Sale
CU329789,36,Primary Education,Labourer,Married,Yes,No,No,Inbound,864.0,July,Tuesday,4,0.0,Nonexistent,4.961,1.4,93.918,Sale
CU188433,27,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,,March,Tuesday,4,0.0,Nonexistent,0.635,-1.8,93.369,Sale
CU461780,31,High School Certificate,Clerical and administrative,Single,No,No,No,Inbound,89.0,November,Friday,1,0.0,Nonexistent,4.021,-0.1,93.2,No Sale
CU732568,42,Primary Education,Housekeeper,Single,Yes,No,Yes,Outbound,662.0,May,Tuesday,7,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU013421,32,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,85.0,November,Friday,2,1.0,No Sale,4.021,-0.1,93.2,No Sale
CU683591,30,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,857.0,August,Monday,2,0.0,Nonexistent,4.97,1.4,93.444,No Sale
CU409647,26,High School Certificate,Student,Single,No,No,No,Outbound,219.0,June,Wednesday,1,0.0,Nonexistent,4.864,1.4,94.465,No Sale
CU627204,35,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,768.0,August,Wednesday,2,2.0,No Sale,0.854,-2.9,92.201,Sale
CU533550,41,Primary Education,Clerical and administrative,Single,Unknown,Unknown,No,Outbound,92.0,May,Wednesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU901866,45,Primary Education,Clerical and administrative,Married,Yes,No,No,Outbound,165.0,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU954758,61,Primary Education,Retired,Married,Yes,No,No,Outbound,176.0,August,Friday,2,0.0,Nonexistent,0.869,-2.9,92.201,No Sale
CU903363,29,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Outbound,277.0,July,Friday,1,0.0,Nonexistent,4.957,1.4,93.918,No Sale
CU766244,34,High School Certificate,Labourer,Married,Yes,No,No,Inbound,863.0,May,Tuesday,1,2.0,Sale,1.344,-1.8,92.893,Sale
CU784175,57,Prefer not to say,Labourer,Married,Yes,No,Yes,Outbound,473.0,May,Tuesday,2,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU191077,29,High School Certificate,Community and personal service,Single,Yes,No,No,Inbound,146.0,November,Wednesday,3,1.0,No Sale,4.12,-0.1,93.2,No Sale
CU439064,41,Primary Education,Labourer,Married,No,Yes,Yes,Inbound,17.0,May,Wednesday,3,2.0,No Sale,1.334,-1.8,92.893,No Sale
CU220739,38,Bachelor Degree Level or Higher,Housekeeper,Divorced,Yes,No,No,Inbound,213.0,May,Wednesday,1,0.0,Nonexistent,1.281,-1.8,92.893,No Sale
CU010136,33,High School Certificate,Community and personal service,Married,Yes,No,No,Outbound,389.0,May,Friday,2,0.0,Nonexistent,4.855,1.1,93.994,No Sale
CU859145,31,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,Unknown,Unknown,No,Inbound,351.0,August,Friday,3,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU389504,26,Bachelor Degree Level or Higher,Manager,Single,No,No,No,Inbound,351.0,September,Friday,2,0.0,Nonexistent,0.803,-3.4,92.379,No Sale
CU398821,52,High School Certificate,Clerical and administrative,Married,Yes,No,No,Inbound,89.0,July,Friday,1,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU100789,32,Bachelor Degree Level or Higher,Technicians and Trades,Single,No,No,No,Inbound,77.0,November,Tuesday,2,0.0,Nonexistent,4.153,-0.1,93.2,No Sale
CU786647,34,Primary Education,Labourer,Single,Yes,No,Yes,Inbound,412.0,July,Thursday,1,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU320291,41,Prefer not to say,Labourer,Married,Yes,No,No,Inbound,158.0,July,Tuesday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU215274,18,Prefer not to say,Student,Single,Yes,No,No,Inbound,563.0,September,Friday,1,0.0,Nonexistent,0.803,-3.4,92.379,Sale
CU046036,30,High School Certificate,Labourer,Married,Yes,No,Yes,Inbound,1153.0,July,Monday,3,0.0,Nonexistent,4.962,1.4,93.918,Sale
CU084428,46,Primary Education,Entrepreneur,Married,No,No,No,Outbound,64.0,June,Thursday,1,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU892271,31,Bachelor Degree Level or Higher,Student,Single,No,No,No,Inbound,508.0,October,Wednesday,1,0.0,Nonexistent,1.043,-1.1,94.601,Sale
CU237092,70,Primary Education,Clerical and administrative,Married,No,No,No,Inbound,1962.0,September,Tuesday,1,2.0,No Sale,0.77,-3.4,92.379,Sale
CU410810,34,Graduate Diploma and Graduate Certificate,Labourer,Married,No,No,Yes,Inbound,65.0,May,Wednesday,2,1.0,No Sale,1.281,-1.8,92.893,No Sale
CU279385,48,Graduate Diploma and Graduate Certificate,Clerical and administrative,Divorced,Yes,No,No,Outbound,37.0,June,Wednesday,1,0.0,Nonexistent,4.864,1.4,94.465,No Sale
CU517576,39,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,No,No,No,Outbound,1059.0,May,Friday,5,0.0,Nonexistent,4.857,1.1,93.994,Sale
CU845413,30,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,No,No,Inbound,136.0,August,Thursday,1,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU232211,29,High School Certificate,Self-employed,Single,Yes,Yes,No,Inbound,337.0,November,Thursday,3,0.0,Nonexistent,4.076,-0.1,93.2,No Sale
CU121861,29,High School Certificate,Clerical and administrative,Single,No,No,No,Inbound,78.0,August,Tuesday,2,0.0,Nonexistent,4.965,1.4,93.444,No Sale
CU321727,37,High School Certificate,Labourer,Married,Yes,No,No,Outbound,171.0,June,Tuesday,1,0.0,Nonexistent,4.961,1.4,94.465,No Sale
CU743832,42,High School Certificate,Unemployed,Married,No,No,Yes,Outbound,89.0,June,Friday,1,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU763263,46,High School Certificate,Manager,Married,No,No,Yes,Inbound,692.0,May,Tuesday,4,1.0,No Sale,1.291,-1.8,92.893,No Sale
CU354267,36,Bachelor Degree Level or Higher,Self-employed,Single,Yes,Yes,No,Inbound,118.0,August,Thursday,5,0.0,Nonexistent,4.962,1.4,93.444,No Sale
CU113548,57,Primary Education,Retired,Single,No,No,No,Outbound,102.0,July,Friday,4,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU563864,25,Primary Education,Labourer,Single,No,No,No,Inbound,228.0,March,Tuesday,4,0.0,Nonexistent,0.655,-1.8,93.369,Sale
CU965058,39,High School Certificate,Community and personal service,Married,No,No,No,Outbound,110.0,May,Friday,6,0.0,Nonexistent,4.864,1.1,93.994,No Sale
CU791364,41,Primary Education,Technicians and Trades,Divorced,Yes,No,No,Outbound,725.0,May,Tuesday,1,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU214849,56,High School Certificate,Self-employed,Married,Yes,No,No,Inbound,210.0,August,Thursday,2,0.0,Nonexistent,4.962,1.4,93.444,No Sale
CU889658,33,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,Yes,No,Outbound,469.0,May,Monday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU698662,31,Primary Education,Housekeeper,Married,No,No,No,Inbound,235.0,August,Thursday,1,0.0,Nonexistent,4.968,1.4,93.444,No Sale
CU564289,35,Primary Education,Labourer,Married,No,No,Yes,Outbound,580.0,May,Tuesday,2,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU273220,31,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,157.0,May,Wednesday,1,1.0,No Sale,1.281,-1.8,92.893,No Sale
CU978466,53,Graduate Diploma and Graduate Certificate,Labourer,Married,No,No,Yes,Inbound,403.0,May,Wednesday,4,0.0,Nonexistent,1.334,-1.8,92.893,No Sale
CU195808,32,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,352.0,August,Wednesday,2,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU564850,43,Primary Education,Labourer,Married,Unknown,Unknown,Yes,Inbound,123.0,May,Tuesday,1,0.0,Nonexistent,1.344,-1.8,92.893,No Sale
CU885455,34,High School Certificate,Technicians and Trades,Single,No,No,No,Inbound,63.0,May,Wednesday,1,0.0,Nonexistent,1.281,-1.8,92.893,No Sale
CU747409,42,Bachelor Degree Level or Higher,Clerical and administrative,Divorced,Yes,No,No,Outbound,130.0,May,Monday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU582921,71,Primary Education,Retired,Married,No,No,No,Inbound,76.0,September,Tuesday,1,0.0,Nonexistent,0.788,-3.4,92.379,No Sale
CU594363,31,Primary Education,Labourer,Married,Unknown,Unknown,No,Outbound,90.0,May,Thursday,3,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU844099,34,Bachelor Degree Level or Higher,Manager,Married,No,No,No,Inbound,11.0,May,Thursday,8,0.0,Nonexistent,1.266,-1.8,92.893,No Sale
CU159522,39,High School Certificate,Clerical and administrative,Married,Yes,No,No,Inbound,141.0,May,Thursday,8,0.0,Nonexistent,1.327,-1.8,92.893,No Sale
CU771175,34,Primary Education,Manager,Married,No,Yes,No,Inbound,131.0,May,Monday,2,0.0,Nonexistent,1.299,-1.8,92.893,No Sale
CU840927,57,Prefer not to say,Retired,Married,Yes,No,Yes,Outbound,529.0,May,Friday,4,0.0,Nonexistent,4.859,1.1,93.994,No Sale
CU168168,57,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Inbound,77.0,August,Thursday,2,0.0,Nonexistent,4.962,1.4,93.444,No Sale
CU277897,26,Primary Education,Labourer,Single,Yes,No,Yes,Inbound,126.0,July,Tuesday,3,0.0,Nonexistent,4.961,1.4,93.918,No Sale
CU292816,26,Prefer not to say,Community and personal service,Single,Yes,No,No,Outbound,536.0,May,Friday,2,0.0,Nonexistent,4.864,1.1,93.994,No Sale
CU260820,32,Bachelor Degree Level or Higher,Manager,Single,No,No,No,Inbound,157.0,August,Friday,1,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU522706,30,Graduate Diploma and Graduate Certificate,Technicians and Trades,Single,Yes,No,No,Inbound,452.0,August,Thursday,5,0.0,,4.968,1.4,93.444,Sale
CU896613,42,Primary Education,Labourer,Married,No,No,No,Inbound,360.0,May,Tuesday,1,0.0,Nonexistent,1.291,-1.8,92.893,No Sale
CU087762,77,Bachelor Degree Level or Higher,Retired,Married,Yes,No,No,Outbound,372.0,May,Wednesday,1,4.0,Sale,0.682,-1.8,93.876,Sale
CU249728,32,Primary Education,Labourer,Married,No,No,No,Inbound,462.0,April,Friday,1,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU776540,34,Primary Education,Unemployed,Married,Yes,No,Yes,Inbound,98.0,November,Wednesday,1,1.0,No Sale,4.12,-0.1,93.2,No Sale
CU815024,45,High School Certificate,Labourer,Married,No,No,No,Inbound,,August,Wednesday,6,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU967767,29,Primary Education,Labourer,Married,Yes,No,No,Inbound,98.0,August,Friday,1,1.0,No Sale,0.869,-2.9,92.201,No Sale
CU717053,58,Primary Education,Retired,Married,Yes,No,No,Inbound,239.0,August,Friday,1,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU466542,38,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Outbound,170.0,June,Friday,2,0.0,Nonexistent,4.959,1.4,94.465,No Sale
CU458222,31,Primary Education,Labourer,Single,Yes,No,Yes,Inbound,73.0,May,Friday,1,0.0,Nonexistent,1.25,-1.8,92.893,No Sale
CU786240,28,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Outbound,249.0,June,Monday,2,0.0,Nonexistent,4.865,1.4,94.465,No Sale
CU724571,47,Primary Education,Labourer,Married,Yes,No,No,Inbound,308.0,August,Tuesday,2,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU184149,37,Primary Education,Labourer,Single,No,No,No,Inbound,282.0,April,Friday,1,0.0,Nonexistent,1.405,-1.8,93.075,No Sale
CU157739,46,Primary Education,Labourer,Married,Yes,No,No,Outbound,39.0,May,Thursday,22,0.0,Nonexistent,4.86,1.1,93.994,No Sale
CU036659,37,High School Certificate,Manager,Married,No,No,No,Inbound,132.0,August,Friday,2,0.0,Nonexistent,4.964,1.4,93.444,No Sale
CU088970,52,High School Certificate,Retired,Married,No,No,No,Outbound,48.0,June,Thursday,2,0.0,Nonexistent,4.866,1.4,94.465,No Sale
CU360784,36,High School Certificate,Community and personal service,Single,Yes,Yes,No,Outbound,188.0,May,Tuesday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU197820,34,Graduate Diploma and Graduate Certificate,Entrepreneur,Single,No,No,No,Outbound,290.0,May,Tuesday,1,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU636785,46,Bachelor Degree Level or Higher,Clerical and administrative,Married,No,No,No,Outbound,351.0,May,Thursday,3,0.0,Nonexistent,0.692,-1.8,93.876,Sale
CU617666,45,Bachelor Degree Level or Higher,Manager,Married,Yes,Yes,No,Inbound,22.0,November,Friday,1,0.0,Nonexistent,4.021,-0.1,93.2,No Sale
CU788824,56,Primary Education,Retired,Married,Yes,No,No,Outbound,90.0,July,Wednesday,1,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU011616,34,Bachelor Degree Level or Higher,Clerical and administrative,Single,No,No,No,Inbound,283.0,May,Monday,1,0.0,Nonexistent,1.244,-1.8,92.893,No Sale
CU756962,30,Bachelor Degree Level or Higher,Clerical and administrative,Single,Yes,No,No,Inbound,162.0,August,Thursday,1,0.0,Nonexistent,4.963,1.4,93.444,No Sale
CU716981,40,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Inbound,321.0,July,Thursday,4,0.0,Nonexistent,0.884,-1.7,94.215,Sale
CU316970,33,Bachelor Degree Level or Higher,Self-employed,Married,No,No,No,Outbound,367.0,May,Tuesday,5,0.0,Nonexistent,4.857,1.1,93.994,No Sale
CU790257,31,High School Certificate,Clerical and administrative,Single,Yes,No,No,Inbound,210.0,September,Friday,1,0.0,Nonexistent,0.773,-3.4,92.379,Sale
CU368456,26,Bachelor Degree Level or Higher,Student,Single,No,Yes,Yes,Inbound,,July,Friday,2,0.0,Nonexistent,4.963,1.4,93.918,No Sale
CU937088,31,Primary Education,Labourer,Married,No,No,No,Outbound,196.0,May,Wednesday,2,0.0,Nonexistent,4.856,1.1,93.994,No Sale
CU473255,53,Bachelor Degree Level or Higher,Manager,Married,Yes,No,No,Inbound,319.0,November,Friday,3,0.0,Nonexistent,4.021,-0.1,93.2,No Sale
CU241413,54,High School Certificate,Unemployed,Married,No,No,Yes,,203.0,July,Friday,1,0.0,Nonexistent,4.962,1.4,93.918,No Sale
CU350208,43,Bachelor Degree Level or Higher,Clerical and administrative,Married,Yes,Yes,No,Inbound,146.0,June,Tuesday,2,0.0,Nonexistent,1.262,-2.9,92.963,No Sale
CU814314,40,Primary Education,Labourer,Single,Yes,No,Yes,Inbound,824.0,July,Monday,5,0.0,Nonexistent,4.96,1.4,93.918,No Sale
